web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582055143-324","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Günter Sauerland","Erste Wahl für solide Technik!","15. Januar 2020","Fixe Lieferung!
Leichter Anschluß - echt gute Qualität!
Läuft prima mit FB 6490 Kabel.
Super Preis!
So etwas hatte ich gesucht.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1582055165-385","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Uwe Hamacher","Telefon","2. März 2019","Alles bestens gelaufen schnelle Lieferung","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1582055134-299","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tee","Gigaset C430HX","24. April 2019","Bin zufrieden die Installation und Einstellung ist sehr einfach.","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1582055184-425","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Karl","HX Telefon","29. April 2019","Genau das was ich erwartet habe und bester Preis","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1582055126-268","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Kunde","Nicht brauchbar und das 3 Mal.","3. Oktober 2019","Habe mir gleich 3 Stück von den Telefonen gekauft. Habe sie aber alle 3 entsorgt. Keines der Telefone hatte mehr als 3 Std. Akkulauzeit (ohne zu telefonieren). Die meiste Zeit keine Verbindung zum Router bei einer Entfernung von max. 3 Meter.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1582055088-137","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Artur","Super Telefone","2. Dezember 2019","Ich habe mir und meiner Schwiegermutter diese Telefone bereits vor paar Jahren gekauft und bin bis heute voll zufrieden, weswegen ich es nochmals für meinen Schwiegervater gekauft habe. Beide kommen sehr gut mit der Bedienung zurecht. Es sind sehr zuverlässige und robuste Telefone welche auch wirklich bedienerfreundlich sind.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1582055174-398","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Osman Srn","👍👍👍👍👍","25. Mai 2019","👍👍👍👍","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1582055150-349","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hartmut Frerichs","Preis/Leistung stimmt","23. November 2018","Nachdem unsere Telefonanlage ganz ülötzlich (nach 12 Jahren) das zeitliche segnete, musste etwas Neues her. Bestellt, nach drei Tagen angekommen, innerhalb von weniger als einer halben Stunde am Router angemeldet und es funktioniert. Was will man mehr?","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1582055178-406","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nael","Price and the quality are very acceptable","31. Oktober 2019","Great phone","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1582055191-444","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Thomas Hermann","Super Telefon","11. November 2017","Wir hatten zu unserem neuen Router von der Telekom zwei Telefone dazu bekommen. Über diese habe ich mich nur geärgert. Siemens Gigaset ist einfach ein klasse Telefon. Kann ich nur weiterempfehlen. Super Preis Leistungs Verhältnis. Spitzen Gerät.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1582055184-423","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Siegmund Seifert","Telefon","25. Juni 2019","Die Telefone sind optisch ansehnlich und in der Handhabung sehr gut zu bedienen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1582055118-235","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mathis","Super Telefon","2. Dezember 2019","Super einfach mit dem vorhandenem Gigaset zu verbinden","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1582055044-15","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Michael David","Einfaches und Qualitativ hochwertiges Telefon Duo","28. Juli 2019","War ein Warehouse Deal (Schnäppchen)und ganz schnell geliefert, verbaut und getestet. Funktioniert einwandfrei ist jedoch nicht zu vergleichen mit einem Handy,  doch da unsere Eltern so etwas noch nutzen ging es nicht anders .
Wir betreiben es unter DECT es wird einfach nur angemeldet und funzt dann einwandfrei. Was soll ich da noch weiter schreiben. Da kann man nix falsch machen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582055088-136","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Joerg","Nicht wirklich ein IP-Telefon","4. Dezember 2018","Die Verbindung zwischen dem Telefon und der Basis läuft nicht über eine IP-Verbindung sondern über DECT-Standard.  Ich wollte das Telefon in einem über eine Richtfunkstrecke angebundenen Gebäude nutzen, leider funktioniert das nicht, die DECT-Basis ist entfernungsbedingt nicht im Empfangsbereich. Schade, sowohl Haptik als auch Optik machen einen guten Eindruck.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1582055157-361","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hartmut","i.O.","19. September 2019","geht Hut","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews"
"1582055099-171","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Xyz","Gut","27. Juni 2019","Die Tonqualität ist gut.
Das Gerät liegt gut in der Hand.
Die Klingeltöne sind jetzt nicht die tollsten aber es ist vollkommen okay.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1582055143-327","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Otakar Karel Hamburg","Sehr gutes  Teil","21. Februar 2019","Sicherlich gut Passt auch, keine Probleme grosse Display.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1582055132-289","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ralle","Super Telefone","10. Juni 2019","Sehr gute Qualität in Verarbeitung und Sprache. Kann ich weiterempfehlen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1582055064-64","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Caruso","Macht was es soll","21. Juni 2019","Die Geräte (insgesamt 4 Stück) sind jetzt seit einigen Tagen im Einsatz. Die Installation an der Fritzbox 7390 ging problemlos. Auch die Tonqualität ist ok. Was ich ein wenig bedaure ist, dass das Telefon trotz Farbdisplay die Fotos aus den in der Fritzbox hinterlegten Telefonkontakte nicht anzeigen kann - nicht wirklich elementar, wäre aber schön gewesen. Die abgegebene Standby-Dauer von ""bis zu 300 Std"" kann ich so nicht bestätigen. Auch die Reichweite ist nicht so groß wie die meiner alten Gigaset-Geräte. Trotzdem: Ein gutes Angebot.","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1582055114-221","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Josef Bohac","Gigaset C570HX","24. Juni 2019","Das Gigaset C570HX ist ein Zusatztelefon für eine bereits vorhandene Basis. Qualitativ sehr gut auch vom Preis- Leistungsverhältnis Top.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1582055134-296","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Schäfer","Für den Preis i.o.","1. November 2019","Wer mehr will muss mehr ausgeben.","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1582055039-1","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kev.cgn","Preis- Leistungsverhältnis stimmt","9. Februar 2019","Preis- Leistungsverhältnis top! In der Zeit des Smartphones, wo man ein Festnetztelefon quasi nicht mehr braucht, ein sehr gutes Telefon. Telefon erfüllt seinen Zweck. Tasten fühlen sich gut an. Auch mit etwas größeren Fingern, drückt man nicht 2-3 Tasten gleichzeitig. Das Menü ist sehr übersichtlich. Die Handhabung ist gut. Nicht zu glatte Oberfläche. Die Lautstärke ist sehr gut. Sowohl am Ohr als auch der eigentliche Klingelton.

Update: Nach nun 4 Monaten zeigen sich keine Probleme. Selbst das Akku ist hartnäckig.

Sollte meine Rezesion hilfreich gewesen sein, würde ich mich über ein Klick auf „Nützlich“ freuen.","5,0 von 5 Sternen","",""
"1582055071-81","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nikki 1998","Gutes Telefon","26. März 2017","es hat sich ohne Probleme mit meiner Fritzbox 7330 verbunden. auch ohne Basisstation die an der Telefonbuchse steckt. einfach ladestation in die Steckdose, von der Fritzbox suchen lassen, anmelden und fertig. ging sehr einfach. kann ich nur empfehlen","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1582055138-310","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Simone..","Telefon top, Klingeltöne Flop!","24. September 2018","Ein schönes Telefon. Bedienung einfach und kinderleicht. Was mich allerdings stört sind die Klingeltöne. Man kommt sich vor als wäre man in der Kirche!","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1582055121-246","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Kunde","Top Artikel, leich zu installieren und zu bedienen","29. Juli 2019","Produkt kam wie bestellt lies sich ohne dect Basis ganz leicht über die dect funktion des Routers konfigurieren!
Ton Qualität HD! Leicht zu bedienen für jedermann","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1582055165-384","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yurtseven","Gut","25. August 2019","Gut","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1582055112-213","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Joerg Mewes","Sehr gute Geräte","22. Oktober 2019","Top Geräte, EInbindung in unsere Firtz-Telfonanlage funktionierte ohne Probleme
Top","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
