web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582056622-2915","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Fabian Stockhardt","took 2 months to get broke","14. Mai 2019","used them for 2 months, not even on a daily basis and they just broke... only one side is producing sound output
i dont even know what exactly happened, i tried it on different devices and with none of them these headphones work properly so i guess the headphones are the problem.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582056738-3284","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Robert","Leider nicht gut verarbeitet. Soundqualität sehr gut","8. Januar 2019","Die Tonqualität ist super, allerdings bringt mir das nicht viel da die Kopfhörer nach nicht Mal einem Monat nicht mehr funktionieren. Könnte ein Einzelfall sein, aber es ist dennoch passiert.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=critical&pageNumber=55&reviewerType=all_reviews","null"
"1582056717-3245","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lisia","Nicht lange gehalten","4. Juni 2019","Leider sind sie nach nicht mal 3 Monaten kaputt","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=critical&pageNumber=51&reviewerType=all_reviews","null"
"1582056683-3138","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Vincent","Guter Klang, nach 5 Monaten kaputt","14. August 2019","Guter Bass, guter Klang, allerdings war der rechte Hörer nach 5 Monaten defekt. Schade!!!!!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=critical&pageNumber=40&reviewerType=all_reviews","null"
"1582056680-3126","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Kunde","Billigteil..","11. Januar 2020","Schon nach kurzem Gebrauch defekt..","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=critical&pageNumber=39&reviewerType=all_reviews","null"
"1582056723-3266","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Patrice","Linke Seite sehr leise, Edit: Störgeräusche","30. November 2019","An sich sind die Kopfhörer super. Leider funktioniert ein paar Wochen nach dem Kauf der linke Kopfhörer nur noch sehr sehr leise.
Schade! Würde ich so leider nicht noch einmal kaufen. Bin enttäuscht.

Edit: jetzt kamen auch noch merkwürdige Störgeräusche dazu. Wirklich nicht weiterzuempfehlen","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=critical&pageNumber=53&reviewerType=all_reviews","null"
"1582056690-3159","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Akansha pandey","Quality","10. Mai 2019","Not good at all, didn’t even work for 6 months. Problem start in a month itself","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=critical&pageNumber=42&reviewerType=all_reviews","null"
"1582056625-2929","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Tim Schlüter","Sound in Ordnung, Tragbarkeit mies und Haltbarkeit ebenfalls","26. Februar 2019","Also mir tun die Ohren von den Kopfhörern sehr schnell weh und kaputt gegangen ist die eine Seite auch binnen 2 Monaten. Bei dem Preis aber leider normal","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582056698-3184","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Andrea","kopfhörer","30. September 2019","defekt,Kopfhörer ist auf der Linken seite sehr schwach zu hören.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=critical&pageNumber=45&reviewerType=all_reviews","null"
"1582056683-3137","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Reslan","Keine gute Qualität","16. September 2019","Nach einem Monat wurde der linke Kopfhörer leiser als der rechte...Also keine gute Qualität","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=critical&pageNumber=40&reviewerType=all_reviews","null"
"1582056622-2918","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","SAndra","War zufrieden, solange sie funktioniert haben","28. März 2019","Für den Preis bekommt man selten Kopfhörer mit eingebautem Mikrofon, außerdem fand ich die Soundqualität durchaus gut. Leider sind sie mir nur nun nach 2 Monaten kaputt gegangen. Wenige Tage funktionierte noch einer der beiden Kopfhörer, bis dann beide den Geist aufgaben. Ein kurzlebiges Produkt!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582056607-2870","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Concorde210","Poor sound quality","26. August 2018","I found the sound quality very poor. The sound lacks depth, overall they feel poor quality. A shame as I bought them to replace broken apple earpods, but will now get some new Apple ones again.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582056607-2865","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Guter Sound aber keine gute Verarbeitung","17. März 2019","Die Kopfhörer waren sehr gut, hatten eine gute Soundqualität, gutes Design. Leider aber, gingen diese Teile die verhindern dass sich die Kopfhörer zu sehr dehnen leicht ab, bzw. der Kleber. Seitdem ich sie habe wurden sie täglich benutzt LEIDER funktionierte nach paar Wochen das Mikrofon nicht mehr und die linke Seite war tot. Von der Verarbeitung her nicht die besten Vorallem wegen diesem Preis","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582056591-2818","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Elizabeth A. Ross","DANGEROUS  ELECTRICAL SHOCK and horrible sound quality","15. März 2019","For the love of all that is holy, do not buy these!! I initially liked that the wire was thicker and wouldnt rip or fray like so many other cheap pairs. But the sound quality was horrible. Any movement would reverberate through the wires and have this static sound in your ear.
THEN, to top it off, after only having these 6-9 months, I swear I felt this give me a tiny electrical shock. I ripped them out of my ears immediately and threw them away because I obviously wouldn't risk figuring out again if imagined that.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582056698-3185","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Johann Sch","Kaputt angekommen","19. Dezember 2018","Die Kopfhörer sind kaputt angekommen. Nur einer der beiden Inears hatte Ton.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=critical&pageNumber=45&reviewerType=all_reviews","null"
"1582056579-2766","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sabrina Wittke","für stilles sitzen i.O.","1. Dezember 2018","Habe mir diese In-Ear wegen der ganzen 5 Sterne Rezensionen gekauft und muss sagen, dass ich unglaublich enttäuscht wurde.

Diese Kopfhörer haben zwar tatsächlich einen guten Bass, aber nur wenn man ganz still steht oder sitzt und sich in keinster Weise bewegt.

Beim normalen laufen gibt es unangenehme Störgeräusche die den normalen Ton der übertragen werden soll komplett überdecken. Für Leute die mit den ÖPNV fahren ebenfalls komplett abzuraten. Ich fahre immer mit dem Bus auf Arbeit und die Vibrationen durch den Bus, die sich durch den Stuhl auf den Körper übertragen, sind ebenfalls zu hören und stören das Klangerlebnis.

Habe nun wieder etwas mehr ausgegeben und mir wieder In-Ear von Sony gekauft, mal sehen wie die sich im Alltagstest am Montag schlagen werden, erwate jedoch, dass diese In-Ear das mit bravur meistern werden.

Hier gilt also auch wieder: Wer billig kauft, kauft zweimal.

Spart euch den Kauf und gebt etwas mehr aus, aber dafür für gute Qualität.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
"1582056616-2895","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Die Miami Cops","Doch nur Schrott !!!","7. September 2018","Während der erste Eindruck noch gut war, muss ich leider sagen, dass der Kopfhörer nach nur 1,5 Monaten schon kaputt ( der linke Ohrstecker gibt kein Ton von sich) ist. Dabei wurde es sogar nur sehr selten benutzt.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582056669-3088","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Jakob","Leider defekt angekommen","18. Februar 2019","An sich bestimmt ein akzeptabler Kopfhörer, leider funktionierte nur einer der beiden Kopfhörer.
So bringt das leider wenig.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=critical&pageNumber=35&reviewerType=all_reviews","null"
"1582056641-2971","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Tobias","Gute Kopfhörer nach 1,5 Monaten kaputt","8. März 2019","Der linke Kopfhörer hat nach nur 1,5 Monaten den Geist aufgegeben. Sehr schade und ärgerlich, da sie nicht die billigsten sind und wirklich gut klangen. Durch die kurze Lebensdauer ist das Produkt jedoch nicht zu empfehlen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582056698-3183","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Nadine Steinfeldt","Nach kurzer Nutzung kaputt","2. Februar 2020","Die Kopfhörer waren leider nach wenigen Wochen kaputt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=critical&pageNumber=45&reviewerType=all_reviews","null"
"1582056579-2763","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Carina Charlotte","Schrott! Innerhalb weniger Wochen kaputt","29. November 2019","Nach anfänglicher Euphorie (scheinbar hochwertige Materialien, hervorragende Soundqualität) bin ich nun total gedämpft, um nicht zu sagen - verärgert. Nach nur einem Monat waren die Kopfhörer kaputt: Zuerst wurde der Ton linksseitig etwas leiser, da habe ich mir noch nicht so viel dabei gedacht. Beim nächsten Mal Einschalten dann so leise, dass kaum mehr etwas zu hören war. Anschließend war dann links ganz vorbei und wenig später dann sogar auch  noch rechts! Die Kopfhörer sind also nach wenigen Wochen absolut pfleglicher Behandlung total im Eimer und ich hab wieder mal was gelernt: Wer billig kauft, kauft manchmal teuer. Dieses Produkt jedenfalls kaufe ich nie mehr wieder. Leider kann ich keine Reklamation mehr erfassen oder den Artikel zurückschicken, ansonsten würde ich darauf bestehen, mein Geld zurückzubekommen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
