web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582056172-2311","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Klausenburg","Galaxy S7","10. Juni 2018","Wir sind mit der Qualität zufrieden.
Da ich nicht der Nutzer bin, auch keine Reklamationen höre, denke ich eine gute Wahl mit dem Kauf getätigt zu haben.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1582055989-1666","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","bienchen 26","Okay","20. Mai 2019","Okay","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1582056240-2547","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","PH","S7 vs S6 - vielleicht nicht unbedingt besser, eher anders","16. März 2016","Hier ein paar frische Eindrücke eines Umsteigers vom S6 auf das S7 (des Weiteren haben oder hatten wir in der Familie S2, S3, S4 und S5).

--- Datentransfer ---

Der Umzug hat gut geklappt, auch wenn ich mich fast etwas erschlagen fühle von den vielen Wiederherstellungsoptionen. Über das Google-Konto Informationen wiederherstellen, über das Samsung-Konto wiederherstellen, Daten per Smart Switch übertragen, in meinem Fall dazu noch die Datenkopie über USB auf den PC vorher und Verwendung von Helium - ich weiß gar nicht, was ich wievielfach wiederhergestellt habe, aber wenigstens scheint jetzt alles wieder da zu sein.

--- Erster Eindruck ---

Das S7 wirkt auf mich zunächst mal eleganter, schwärzer als das S6 (das Black Sapphire hat hier immer bei Vielen die Reaktion ""das ist doch blau"" hervorgerufen), die jeweils 1 mm weniger Höhe und Breite sind kaum zu spüren, die 14 Gramm = 10 % mehr Gewicht hingegen bemerkt man schon beim ersten Hochheben - vermittelt andererseits auch den Eindruck von mehr Qualität.

Durch gleich großes Display bei schmalerem Gerät und zugleich etwas abgerundeteren Displayrand dürfte es schwierig werden, ein Panzerglas zu finden, das die Bedienung am Rand nicht stört (weil das Glas nicht bis an den Rand des Touch-Bereiches führt und die Glaskante den Finger stört) (Bitte keine Kommentare wie ""braucht man doch nicht"" - ich habe eben gerne so etwas auf dem Display.).

Der Home-Button bei meinem S7 ist deutlich schwergängiger als er es bei meinem S6 war - kann man als Vor- oder als Nachteil interpretieren (""seltener Fehlbedienung""). Ich bin jetzt natürlich eher an den leichter nutzbaren gewöhnt.

Reaktionszeiten auf Eingaben, meinend Wischen u. ä., scheinen mir im direkten Vergleich mit dem S6 ein ganz ganz klein wenig gemächlicher - nicht dass es dem Gerät an Power fehlen würde, eher so, als ob die Samsung-Entwickler eine bewusste Verzögerung eingebaut hätten im Glauben, dass dies den optischen Eindruck eleganter macht. Ist für mich wie die Kachelanimation bei Windows-Phones: wirkt im ersten Moment eleganter, nervt nach zwanzig Minuten - ich bevorzuge eher sofortige Reaktion und Ausführung.

--- Infrarot ---

Überraschend, traf mich persönlich unvorbereitet: Kein Infrarot-Sender mehr verbaut! Steuern des Fernsehers und anderer Geräte, wenn die Fernbedienung mal verlegt sind, gehört der Vergangenheit an! Richtig schade, für mich ein Rückschritt.

--- Musikspeicher SD-Karte ---

Die Erweiterbarkeit um eine SD-Karte war mir sehr wichtig. Ständig musste ich bei Napster zum Offline-Hören heruntergeladene Musik oder Hörbücher wieder löschen, um neue Musik oder Hörbücher hören zu können. ABER bei Wiedergabe offline gespeicherter Musik auf SD-Karte oder auch im internen Speicher des S7 stoppt Napster diese Wiedergabe reproduzierbar jedes Mal nach wenigen Minuten. Online-Streaming ist anscheinend kein Problem, evtl. gibt es bei anderen Anbietern auch keines. Andere berichten von dem gleichen Problem, vorläufig können Napster-Kunden mit einem S7 wohl nur auf Kosten des Datenkontingents Musik hören [Stand 16.03.16].

--- Kamera ---

Mein Gerät stammt direkt von Samsung, versendet am 14.03.16, laut AIDA64 ist hier als hintere eine Sony-Kamera verbaut. Bin mir noch nicht so sicher, was ich von dieser halte, insbes. im Vergleich zu der im S6, die ich klasse fand. Beim Hineinzoomen in Tageslichtaufnahmen ist das Ergebnis durch die geringere Auflösung eindeutig schlechter, bei nicht so guten Lichtverhältnissen soll man dafür mit dem S7 Vorteile haben. Vielleicht gibt's im S8 ja dann zwei Kameras zur Auswahl....

Etwas seltsam wirkt dazu bei der anschließenden Vorführung auf Smartphone oder HD-Fernseher, dass bei maximaler Auflösung das Display nicht genutzt wird (12 MP nur in 4:3, bei 16:9 gibt es maximal 9 MP, und damit noch schlechtere Ergebnisse beim Hineinzoomen). Andererseits ist für den, der nachher Fotoabzüge machen lässt, das 4:3-Seitenverhältnis näher am Zielformat... andererseits mache ich nur noch ganz selten Fotoabzüge....

Ebenfalls etwas seltsam wirkt, dass erst das Foto gemacht wird, quittiert von dem gewohnten kurzen Verkleinern-und-wieder-Vergrößern der Anzeige - und dass erst danach mit deutlicher Verzögerung von einigen Sekundenbruchteilen der Auslöserton generiert wird.

Die Selfie-Kamera scheint mir soweit OK, ein anderer Rezensent sprach von unscharfen Fotos... vielleicht sind sie nicht ganz perfekt, aber als schlecht hätte ich sie jetzt nicht bezeichnet, Vorder- und Hintergrund scheinen mir ausgewogen behandelt.

--- Marshmallow ---

Endlich habe ich nun also auch Android 6.0, beim S6 lässt Samsung ja seine Kunden weiter darauf warten. Endlich meine Apps hinsichtlich der Berechtigungen kontrollieren zu können war etwas, das mir schon lange fehlte. Leicht eingeschränkt wird die Begeisterung halt dadurch, dass Google das Recht zur Internet-Verwendung, dem freien Versenden und Empfangen von Daten, als zwingend erforderlich einstuft und dass dieses den nicht Apps daher m. W. nicht entzogen werden kann, daher wird das Sicherheitsfeature Rechtekontrolle etwas ad absurdum geführt, was allerdings ein allgemeines Android-6.0-Problem und keines speziell von Samsung ist.

--- Noch mal Musik hören: Lautsprecher ---

Ein Mehrwert wären für mich mal Stereo-Lautsprecher. Mir ist klar, dass die Klangqualität aufgrund des knappen Raumes immer eingeschränkt bleibt - aber Mono-Wiedergabe bei einem als Marktführer positionierten 700-Euro-Listenpreis-Smartphone... ""Mono"" hört sich für mich einfach immer noch nach etwas aus den Zeiten der Kofferradios der 60er Jahre an.

--- Schnellladung ---

Positiv überrascht hat mich, dass ich nach Anschluss des S7 an meinen Nokia DC-20 Kfz-Ladestecker die Anzeige ""Schnellladung"" bekam. Beim S6 gab es das für mich nur beim mitgelieferten Originalschnellladegerät in der Netzsteckdose, im Auto bin ich nie über Langsamladung hinausgekommen.

--- Vergleich mit Vorgängern ---

Im Rückblick hat m. E. Samsung beim S5 eigentlich ziemlich viel richtig gemacht. Wasser- und staubgeschützt (im Gegensatz zum S6), griffige Rückseite (OK, Geschmackssache), Infrarot-Port (im Gegensatz zum S7), Erweiterbarkeit durch microSD (im Gegensatz zum S7 ohne Aussetzer bei der Musikwiedergabe!), USB 3.0, MHL.

Ansonsten sind jetzt sicherlich einige neue Funktionen zu entdecken, zumindest wüsste ich nicht, dass es sie beim S6 schon gegeben hätte. Die Always-On-Anzeige natürlich, aber dann auch Einstellungsmöglichkeiten wie Identifizieren unbekannter Rufnummern, Bildschirm aus lassen an dunklen Orten wie Hosentaschen, Live Photos wie beim jüngsten iPhone.

So, was bleibt? Das S7 ist sicherlich ein Top-Gerät. Aber alles in allem bin ich mir aber noch nicht sicher, ob der Umstieg vom S6 eine gute Idee war. Das Offline-Musik-Problem muß noch von Napster gelöst werden. Schick - definitiv. Kamera - hm. Infrarot - schade. Soll aber keiner erfahren mit den Zweifeln, nach außen hin bin ich natürlich jetzt einer mit einem der besten Android-Smartphones, die derzeit zu haben sind.","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&reviewerType=all_reviews"
"1582056086-1977","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","karschten","Hui :)","9. März 2016","Verpackung ist nicht der Knaller aber wer schleppt die Verpackung schon mit ;).Das Galaxy macht einen sehr noblen Eindruck. Es liegt gut in der Hand ist verdammt schnell und die Display Farben stechen förmlich ins Auge  (im Gegensatz zum s5 ).Kamera ist der Hammer ,löst in null Komma nichts aus und schießt scharfe Bilder....Ich liebe das Ding jetzt schon :)

1. Tageserfahrung. der Akku verlor 30% über den Arbeitstag mit intensiver Nutzung in den pausen .smartphone ließ sich problemlos via Bluetooth mit meinen Auto koppeln was beim iPhone scheitert xD.mit Apple PC ne Verbindung aufzubauen scheitert genau so was aber nicht an dem Galaxy liegt .Auf jedem anderen Rechner wird es als Massenspeicher angezeigt. Surfen mit Edg oder h+ is deutlich flüssiger als mit einem s5 und der Empfang deutlich erhöht (ich kann an Orten surfen wo das vorher nicht möglich war).allem in einen Daumen hoch :)

tag 2.gestern alle apps deaktiviert die ich nicht brauche,w-lan aus ansonsten das gleiche wie gestern und nur 20% akkuverlust !!!

mal was neues. ich bin brillenträger wo sich die gläser selbst tönen.das display is trotz maximal getönter brille und in der sonne sehr gut sichtbar :) ein neues daumen hoch.

Und mal ne frage an die 1 Sterne bewerter:was macht ihr eigentlich mit den Handys ? Weder freez noch Schäden noch läuft es heiß..Und das seit Release!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews"
"1582055996-1696","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Kunde","Bin zufrieden","12. September 2018","Super","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1582056069-1931","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sherazade","Wie zu erwarten, gutes Handy","9. April 2017","Nach langem Überlegen habe ich mich für das S7 entschieden und es nicht bereut. Hatte vorher ein S3 Mini. Brauchte einen größeren Speicher und ein größeres aber nicht zu großes Display. Neues Menü etwas gewöhnungsbedürftig. Einrichtung und Übertragung der alten Daten hat viel Zeit in Anspruch genommen. Handy ohne Simlock und Branding = sehr gut! Einziges Manko ist der standardmäßig vorhandene Kalender. Hier muss man sich einen neuen installieren. Sonst funktioniert alles, wie angegeben.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1582056020-1787","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ghosti","Super Handy zum angemessenen Preis","5. Februar 2018","Ich bin vom Samsung S5 umgestiegen auf das 7-er. Dabei habe ich solange gewartet, bis das 8-er herauskam und der Preis für das 7-er purzelte. Den Kauf habe ich nicht bereut. Das 7-er hat mit meiner zusätzlichen 64-GB SD-Karte genügend Platz, ist schnell und bietet alle technischen Möglichkeiten. Auch die Kamera hat mich überzeugt. Gestochen scharfe Fotos und sehr schnelle Auslösung. Dieses 7-er werde ich wohl erst ablegen, wenn es den Geist aufgegeben hat. Eine unbedingte Empfehlung!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1582056169-2298","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Marco","Sehr Gut, in jeder Hinsicht!","8. November 2016","Ich benutze das Handy jetzt seit dem Marktstart (über ein halbes Jahr) und es ist immer noch jeden Cent wert!!! Bin sehr sehr Zufrieden. Besonders die Kamera stellt einfach alles andere in Schatten, das musste ich nochmal erwähnen. Die restlichen Vorzüge des Gerätes sind Mittlerweile wohl allen bekannt!! Daumen hoch, weiter so Samsung!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1582056246-2580","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Julia","Schwach für mein erstes Samsung nach drei Jahren.","17. Juli 2016","Habe das Gerät für 489 Euro aus den Warehousedeals erworben. ""Wie neu"".

Es wäre schön gewesen, wenn Amazon dazu geschrieben hätte, dass es sich um ein italienisches Gerät gehandelt hat.

Aus folgenden Gründen ging es Retoure:
- scrollen träger als bei meinem G2
- Blickwinkel unstabil. Bei leichter Neigung schon andere Farben... Weiß wird zu Blau.
- Frontkamera verzerrt das Gesicht in die Länge, wenn man damit an das Ende des Displays kommt.
- Frontkamera fokussiert Hintergrund, nicht das Gesicht
- helle Ränder um die schwarzen Buchstaben.

Eventuell versuche ich es nochmal mit einem anderen S7.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&pageNumber=104&reviewerType=all_reviews"
"1582056137-2174","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Andre K","Samsung NEIN DANKE","13. März 2016","Leider für 700 Euro noch mehr erwartet, meine Frau hat das iphone 6s und ich hatte das Samsung s6. Das S7 und zwar sehe ich das so und vielleicht wieder jemand anderes total anders. Beim S7 schaut die Kamera immer noch raus, muss nicht sein hätten das Händy 1mm dicker machen können naja. Das abgerundete Glas gefällt mir persönlich nicht so gut ist mir zu weiblich, srehe er auf Kantige Ecken. Der Hörer oben schaut raus der ist beim iPhone meiner Frau schön eingelassen sieht nicht schön aus. Ausserdem steht der Button Knopf wieder raus ist beim Iphon auch besser gelöst und schön eingelassen. Geht man wenn das Handy an ist auf der linken Seite so eine Art Spotlight wie beim iPhone und wieder zurück, dauert sehr lange und ist nicht flüssig. Von der super Power hab ich auch sehr wenig bemerkt und es antreten lassen gegen das iPhone 6s meiner Frau und war sehr enttäuscht. Fast alle apps hat das iPhone um einiges schneller geöffnet und aufgebaut. Auch der Safaribrowser war viel schneller. Habe Videos gemacht und bei bedarf wer iInteresse hat kann sich die mal anschauen. Ausserdem wirkt es in der Hand nicht so wertig wid ein IPhone und das S6 fand ich vom Design sogar besser. Ich hab versucht das S7 mit meiner Frau gegen das Iphone zu tauschen aber Sie wollte nicht. Also wird das Samsung jetzt wieder verkauft allein weil toutchwitz das Samsung zu viel Power klaut. Werde denke auch ein iphone kaufen wenn auch da nicht alles perfekt ist. Würde sag ich mal das S8 mit Alubody sein und am hörer oben und Button Knopf gearbeitet werden sollte plus Toutchwitz nicht mehr sein sollte kauf ich es sofort. Leider ist es nur auf dem Datenblatt gut.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews"
