web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582056250-2609","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Michaela H.","Super","14. Januar 2020","Als Geschenk für unsere Tochter, schnelle Lieferung (war sonst überall ausverkauft) Produkte wie beschrieben tolle Qualität!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=positive&pageNumber=9&reviewerType=all_reviews","null"
"1582056314-2641","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Tom","Einfach viel zu teuer ...","26. Dezember 2019","... für die gebotene Technik/Qualität, aber was soll Mann machen wenn Frau Apple Fan ist ... ;).","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=positive&pageNumber=11&reviewerType=all_reviews","null"
"1582056314-2645","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Pascal Gietmann","Typisch Apple","31. Dezember 2019","Es ist halt Apple! Qualität und Haptik einfach unschlagbar. Preis ist natürlich hoch, aber man bekommt nun mal ein Apple Gerät was auch in 3-4 Jahren immer noch mithalten kann.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=positive&pageNumber=11&reviewerType=all_reviews","null"
"1582056204-2424","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Kunde","Ich liebe mein neues IPhone.","23. Oktober 2019","Es ist ein tolles iPhone! Überraschend schnelle Lieferung. Keine Enttäuschung.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=positive&pageNumber=5&reviewerType=all_reviews","null"
"1582056184-2353","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Serap","Preislich gerade so noch ok.","9. Oktober 2019","Preislich etwas übertrieben ansonsten gute Qualität. Letztlich bin ich ein Apple Fan-Boy und habe mir das Teil wegen der neusten Generation gekauft. Es macht gute Fotos aber das Mate 30 ist tatsächlich um einiges besser.

Iphone hat einfach nachgelassen, für 400 Euro wäre es in Ordnung. Daher auch nur 4 Sterne.

Von der Leistung her:
+ Bilder
+ Apps
+ Bedienung

Apple eben :)","4,0 von 5 Sternen","","","null"
"1582056184-2352","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","JV","Tolles iPhone mit nützlichen Features","2. Dezember 2019","Wenn ich jetzt erneut die gesamten Features aufzähle, wiederhole ich nur meine vorherigen Rezensenten. Deshalb hier eine Rezension, die vor allem denjenigen dient, die auch von einem älteren Modell umsteigen wollen:

Ich habe 4 Jahre lang das iPhone 6s genutzt und war sehr zufrieden damit, bis mein Bildschirm komplett zersplittert ist und der Lautsprecher nicht mehr richtig funktioniert hat. Als die neue iPhone 11 Reihe rauskam, sah ich darin die Gelegenheit, mir ein neues Handy zuzulegen. Ich habe lange überlegt, ob ich mir nicht gleich das iPhone 11 Pro „gönne“, da ich so oder so mindestens 800€ ausgebe. Schlussendlich wurde es vernünftigerweise doch das iPhone 11 mit 128GB in der Farbe Space Grey.

Wieso 128GB?
Ich kam vorher auch mit 64GB gut aus, aber der Aufpreis von 50€ war es mir wert, den doppelten Speicher zu haben.

Wieso kein iPhone 11 Pro?
Das iPhone 11 Pro sticht mit einem besseren OLED Display, noch längerer Akkulaufzeit und dem Teleobjektiv heraus. Diese Besserungen waren mir den Aufpreis von 350€ aber nicht wert.

Nun meine Top-Merkmale des iPhone 11 im Vergleich zum 6s:

Kontra (Ansichtssache):
- kein 3D-Touch mehr; stattdessen Haptic Touch
- kein Homebutton mehr

Pro:
- etwas besseres und deutlich größeres Display
- die Kamera ist merklich besser (Ultraweitwinkelkamera und der neue Nachtmodus sind ein Traum!)
- vergesst bitte den Homebutton... die Streichgesten, die es seit dem iPhone X mit dem neuen Bildschirm gibt, sind der absolute Hammer! Das iPhone 11 ist durch den neuen Chip sowieso schon sehr schnell, aber durch die Streichgesten lässt es sich in Sekundenschnelle zwischen Apps hin und her wechseln. Finde ich sehr toll :-)
- der Akku hält wahnsinnig lange. Ich habe testweise mein Handy auf 100% geladen und dann 5 Stunden lang YouTube Videos laufen lassen und am Ende waren noch mehr als 65% übrig.

Insgesamt kann ich nur sagen, dass es so oder so ein riesiger Sprung ist, wenn ihr von einem älteren Modell kommt. Man braucht das iPhone 11 Pro definitiv nicht, wenn man das Geld nicht übrig hat. Das iPhone 11 ist von vorn bis hinten ein super Handy, mehr braucht es wirklich nicht.

Im Anhang noch ein Vergleich... Nachtmodus vom iPhone 6s vs Nachtmodus vom iPhone 11... von dieser Funktion bin ich der größte Fan!","5,0 von 5 Sternen","","","null"
"1582056349-2656","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","H. Peters","Besser geht's nicht","1. Dezember 2019","Habe mir das iPhone 11 am Freitag gekauft und Samstag war es da. Besser geht's nicht","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=positive&pageNumber=12&reviewerType=all_reviews","null"
"1582056246-2588","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","KeGro","Super","13. Februar 2020","Bisher Top! Klare Empfehlung. Der Umstieg von 6s auf i11 hat sich meines Erachtens sehr gelohnt.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=positive&pageNumber=8&reviewerType=all_reviews","null"
"1582056204-2423","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","""ergter""","Apple iPhone 11 (64 GB) RED","17. Januar 2020","Meine Frau war mit dem neuen iPhone begeistert, Die Fotos und Kamera ist bedeutend besser als bei letzt iPhone 6. Ansonsten ist die Umstellung vom iPhone 6 auf 11 dank iOS denkbar viele einfach.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=positive&pageNumber=5&reviewerType=all_reviews","null"
"1582056204-2416","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jochen M","bestes Phone zu einen guten Preis","8. Januar 2020","Ich liebe das Iphone. Habe fast alle gehabt. Dieses ist das Beste. Super Bilder, tolles Software, nur schwerer wie früher. Der große Unterschied zu den anderen Geräten die nicht von Appel kommen  ist die Software, ist OS. Keine Werbung alles läuft und wird noch in 4 Jahren laufen mit der neusten Software von Apple.. Es ist robust und wasserdicht und wenn man es eines Tages updaten will kann man es hervorragend verkaufen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=positive&pageNumber=5&reviewerType=all_reviews","null"
"1582056349-2651","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","chokolate23","Works perfectly fine","17. November 2019","Wonderful purchase","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=positive&pageNumber=12&reviewerType=all_reviews","null"
"1582056246-2590","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Isabelle","Mehr als zufrieden","13. Oktober 2019","Hatte vorher das Samsung Galaxy S7 und das IPhone 11 ist im Vergleich dazu einfach nur toll. Alles hat mich überzeugt, vor allem die Kamera und die gute Akkulaufzeit haben mich beeindruckt. Der einzige Kritikpunkt ist das mitenthaltene Netzteil...das Aufladen dauert stundenlang...","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=positive&pageNumber=8&reviewerType=all_reviews","null"
"1582056190-2366","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Gropius","Tolles iPhone - leider macht Bluetooth Probleme","7. November 2019","Ich habe vom ipHoen XR auf das iPhone 11 upgegradet.
Es gibt ind er Software nur punktuelle Verbesserungen,d ie auch beim Xr vorhanden wären.
Die Superweitwinkelkamera fidne ich nciht besonders gut weil das Bild extrem verzerrt wird.
Dafür ist der Nachmodus und die Kamera etwas besser als beim iPhoen Xr.
Das iPhone 11 ist gefühlt noch etwas schneller als das schon schnelle iPhoen Xr.
Der Akku hält bei mir meist 2 Tage teilweise auch 2 1/2 Tage durch.
Leider amcht das Bluetooth im Auto (Skoda Sueprb III) Probleme. hoffe es gibt bald ein Firmwareupdate
umd as Problem zu beheben.","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=positive&pageNumber=2&reviewerType=all_reviews","null"
"1582056190-2365","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","nordlicht","IPhone 11","5. Dezember 2019","Ich nutze seit vielen Jahren iPhone und habe lange überlegt- iPhone 11 oder 11 Pro.  Die Tendenz ging zunächst zum 11Pro- die Größe war für mich eben nicht unerheblich. Von den technischen Daten haben mich beide gleichermaßen überzeugt: insbesondere die Fotografie (Weitwinkel und Portraitfunktion) ist mir wichtig. Letztlich war es der Preis, der den Ausschlag gab und weshalb ich mir dachte, die Kirche darf gern im Dorf bleiben. Den preislichen Unterschied -trotz dritter Kamera und weiteren für mich eher unwesentlichen Unterschieden- habe ich zumindest nicht nachvollziehen können (vielleicht auch nicht mehr wollen).
Ich bin mit meiner Entscheidung für das iPhone 11 absolut zufrieden. Selbst an die Größe gewöhne ich mich immer mehr.;-)","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=positive&pageNumber=2&reviewerType=all_reviews","null"
"1582056204-2419","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Kunde","Top Smartphone","15. Januar 2020","Das iPhone 11 ist für mich eines der besten Smartphones überhaupt. Die Bedienung ist top und einfach. Einhandbedienung, egal ob rechts oder links funktioniert auch beim schnellen gehen einwandfrei. Die Kamera ist mit den Huawei - Leica - Systemen für mich in der absoluten Oberklasse. Auch eine wissenschaftliche Dokumentation ist mit der Kamera durchaus möglich.
Das Design - Apple halt, da muß ich wohl nicht viel dazu schreiben und sagen.
Face ID überzeugt und ich frage mich noch immer, wie das Gerät das sogar bei mondloser Nacht problemlos schafft...?!
Ich kann dieses Smart-/iPhone nur empfehlen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=positive&pageNumber=5&reviewerType=all_reviews","null"
"1582056243-2563","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Timo","Ist die Tochter zufrieden...","22. Januar 2020","... ist es der Papa auch.
Meine Prinzessin meint, dass das 11er iPhone ihre bisherigen Geräte alle in den Schatten stellt und auch wenn gelb nicht ihre erste Farbwahl gewesen wäre, ist sie damit deutlich mehr als nur zufrieden.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=positive&pageNumber=7&reviewerType=all_reviews","null"
"1582056246-2586","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Krut Mehta","Best iPhone ever","6. Dezember 2019","Best iPhone ever with the best camera ever. Well the only issue I had with this phone is the colour yellow which for my case I didn’t like it. But I am currently using the violet one and is the great one ever.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=positive&pageNumber=8&reviewerType=all_reviews","null"
"1582056201-2405","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Wesertantchen","Tolles Teil","13. November 2019","Nach üblich schneller Lieferung durch Amazon endlich das iPhone 11 in der Hand. Soooo schön. !! Alles andere teile ich mir den vielen positiven Bewertungen. Für mich ein edles wirklich schönes Handy.  Ich habe lange wegen der Farbe überlegt und dann richtig entschieden: mintgrün - sehr chic und tolle Farbe. Sieht klasse aus.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=positive&pageNumber=4&reviewerType=all_reviews","null"
"1582056250-2612","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Katarzyna G.","Ein tolles iPhone.","5. Januar 2020","Es ist meine nächste iPhone. Ich bin gerade von 5s umgestiegen und merke sehr große unterschied zwieschen beiden Geräten. iPhone 11 ist sehr schnell, macht sehr gute Bildern und Videos, Bildschirm ist sehr groß und seht man viel mehr und genauer. Batterieleistung - sehr lange hält. Navi läuft sehr schnell und zugig.
Immer iPhone!!!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=positive&pageNumber=9&reviewerType=all_reviews","null"
"1582056237-2538","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Kunde","Bin begeistert","12. November 2019","Das IPhone ist so wie ich es mir vorstellst habe. Die Kamera ist der absolute Hammer. Leider ist es etwas groß in der Hand aber mit einem Popsoket geht es. Davor hatte ich ein IPhone 6s und es ist kaum zu vergleichen mit dem neuen Model","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=positive&pageNumber=6&reviewerType=all_reviews","null"
"1582056314-2644","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Kunde","Gut","10. November 2019","Gut","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=positive&pageNumber=11&reviewerType=all_reviews","null"
"1582056201-2414","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Montgomery Burns","Super iPhone mit gutem P/L-Verhältnis","6. Januar 2020","Das iPhone 11 ist einfach das zur Zeit interessanteste iPhone in meinen Augen. Ja, es gibt einen Unterschied zum OLED-Display der Pro-Serie, allerdings war dieser für mich (Umstieg vom iPhone X) vernachlässigbar.

Die Kamera, die Akkulaufzeit und die Geschwindigkeit waren für mich wesentliche Vorteile. Den Umstieg habe ich nicht bereut und insbesondere die Kamera ist ein „Genuss“!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=positive&pageNumber=4&reviewerType=all_reviews","null"
"1582056195-2393","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Wiebke","Super","16. Oktober 2019","Das neue iPhone 11 ist sehr gut verarbeitet. Es liegt gut in der Hand und ist wie immer sehr leicht zu bedienen. Gerade die Kamera mit der Weitwinkel-Funktion ist absolut klasse.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=positive&pageNumber=3&reviewerType=all_reviews","null"
"1582056246-2592","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kaiser Mehmeht der 3te","Telefonat nach Kurdistan Beste Verbindung","20. November 2019","Gute Handy diese endlich kann ich ohne Probleme nach Kurdistan Telefoniere danke Herr Apple","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Apple-iPhone-11-128-GB-Schwarz/product-reviews/B07XRFCP6G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=positive&pageNumber=8&reviewerType=all_reviews","null"
