web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582057411-3988","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Christina H.","Unterbricht Gespräche","27. Oktober 2019","Für ein Gerät von AVM würde ich dann doch erwarten, dass nicht immer mal wieder das Gespräch weg ist oder es rauscht.
Ach ja, und manche Nummern darf man nicht anrufen, auch wenn sie von einem anderen Telefon über die gleiche Anlage gewählt werden dürfen. Warum auch immer.
Happy bin ich nicht damit.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582057401-3949","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Nicole A.","Telefon einstellungen sind nicht die besten.","19. Juni 2019","Positiv:
- Sehr schnell und einfache Anmeldung an der FritzBox. Absolut genial.
-Stabiles Gehäuse und schöne Form.
-Ladestation macht keine Geräusche wie sonst andere Modelle.
-Preis-Leistung okay, vorausgesetzt man besitzt die FritzBox.
-Alle Einstellungen können bequem vom Rechner aus übernommen werden oder eben direkt am Telefon.
-Display wird erst Beleuchtet wenn es bewegt wird.

Negativ:
-Absolut schlecht finde ich :
Wenn die Tastatursperre aktiv ist und einen Anruf entgegen genommen wir, hat man nicht wie üblich die Gelegenheit aufzulegen.
Jedes mal muss quasi nach dem Gespräch die Tastatur freigegeben werden ,danach auflegen um wiederum die Sperre einzurichten.
Komplizierter geht es nicht !
-Anbindung für Live Bilder durch Kamera bedingt , da kaum welche Modelle kompatibel sind, abgesehen davon ist das einrichten nicht so kinderleicht wie das Anmelden der Telefone.
-Eigene Klingeltöne sind in Zeit eingeschränkt (30 sec.) und nur 5 sind es möglich zu speichern.
-Internet bzw Webradio sowie E-Mail sind meiner Meinung nach etwas überflüssig dafür könnten andere Funktionen interessanter sein .

In Großen und ganzen für das Geld soweit ok, das mit der Tastatursperre geht eigentlich gar nicht !","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
"1582057416-4005","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Ralf Splitter","Schwacher Empfang","11. November 2019","Das Telefon ist eigentlich ganz gut, allerdings kommt es immer wieder vor, dass es die Verbindung zur Basis verliert. Das passiert sogar, wenn Gerät und Basis mal gerade 1 m auseinander sind. Das ist wirklich schwach. Die drei Sterne gibt es nur für ein paar nützliche Effekte ( z.B. das die Daten der Fritzbox an das Gerät übertragen werden ).","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582057396-3923","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Hoffmann Thorsten","Empfang, na ja.","12. Mai 2018","Habe das Telefon bereits 2 mal in Betrieb genommen. Bei den Schwiegereltern war nach 2 Zimmern oder Etagenwechsel Schluß mit dem Empfang.
Daher musste ich noch den DECT Repeater hinzukaufen.
Hierbei waren die DECT Energiesparoptionen deaktiviert, also volle Leistung.

Das alte DECT Telefon reichte hier ca. 4x so weit! (ohne Repeater)

Bei meiner Mutter das gleiche Problem, die Empfangsreichweite ist mehr als dürftig im Vergleich zu alten DECT Telefonen.
Zusätzlich war hier die interne Elektronik kaputt. Das Telefon fror plötzlich ein, wurde sehr heiß und ließ sich nur durch Entnahme der Batterie zum Neustart überreden. Das Austauschgerät funktioniert diesbezüglich bis dato.

Fazit:
Funktionaltität und Design sehr gut.
Sendereichweite dürftig

Hier sollte AVM deutlich nachlegen!","3,0 von 5 Sternen","","","null"
"1582057396-3926","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","gerdl","No go fritz","11. September 2018","Akku hält nicht mal 2tage, bei gerade mal 2 Anrufe,geht gar nicht","1,0 von 5 Sternen","","","null"
"1582057406-3972","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Frank Wünnenberg","Das Fritz!Fon C5 kann viel, war aber bei mir zum telefonieren ungeeignet :(","8. August 2019","Das schlechteste Telefon das ich je gekauft habe! Verbindungsabbrüche schon nach wenigen Metern. Einstellmöglichkeiten in der Fritzbox gibt es jede Menge, aber auch nach guten Ratschlägen des Herstellers keine Besserung!
Man kann mit dem Gerät prima Radio hören usw. aber ich wollte nur damit Telefonieren.
Da das aber nicht möglich war habe ich mir jetzt das Gigaset CL660Hx gekauft. Ohne große Veränderung an der Fritzbox sind Gespräche jetzt möglich. Toll das es sowas noch gibt!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582057416-4011","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","JezzB","Fehlkauf!","15. Mai 2018","Ich habe noch nie eine schlechte Bewertung vergeben und bin ein Mensch der sehr gerne viele Sterne verteilt wenn es der Verkäufer verdient.
Die Ware ist zunächst gut angekommen und in einem sehr guten optischen Zustand. Auch die Funktion ist einwandfrei....ABER...es taucht ein Fehler auf der uns in eine sehr unangenehme Situation bringt und mich zum Wahnsinn treibt. Die Busy2Busy Funktion ist aktiviert, funktioniert jedoch nicht. Sollte jemand anrufen während man am Telefon ist, wird der zweite Anrufer direkt angenommen und der erste Anrufer aus der Leitung gekickt. Wir sind selbstständig und in sehr viele, SEHR unangenehme Situationen dadurch gekommen. Wir haben den Kundenservice angerufen und darum gebeten uns zu helfen, dieser war freundlich und hat uns auf die Busy2busy Funktion hingewiesen. Dies war bereits alles korrekt eingestellt. Daraufhin wurden wir zu UnityMedia verwiesen, da wir dort unseren Anschluss haben und hierüber diese Funktion ebenfalls aktiv sein muss. Auch dies wurde erledigt und auch hier war man sehr freundlich. Nachdem allerdings auch nach vielzähligen anrufen und Versuchen die Umstellung immer noch nicht geklappt hat, wurde uns gesagt, dies müsse am Telefon deffekt sein. Da wir vorher nie ein Problem hiermit hatten, muss dies ja der Fall sein. Somit müssen wir uns schnellstmöglich um ein neues Telefon bemühen. Leider können wir es auch nicht mehr zurück geben. Das ist extrem ärgerlich, da die guten Rezensionen und die versprochene sehr gute Preis Leistung uns hier gelockt haben.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582057399-3938","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Volker S.","Mobilteil nicht für die tägliche Nutzung im Büro geeignet","7. November 2019","Da eine FRITZ!Box für Internet und Telefonie angeschafft wurde haben wir uns passend 3 Stück FRITZ!Fon C5  fürs Büro zugelegt.
Installation ist kinderleicht und das zentrale Telefonbuch ist gut über die Fritzbox zu händeln.
Die Mobilteile sind aber nicht für die tägliche Büronutzung mit geeignet.
Der Akku hält keine 8 Stunden ohne nachgeladen zu werden.
Die Sprachqualität ist eher mittelmäßig.
Nach etwas über einem Jahr haben sich zwei Mobilteile verabschiedet, funktionierten nicht mehr und mussten erneuert werden.
Das Gehäuse ist aus sehr dünnem Plastik und an verschiedenen Stellen bereits eingerissen.
Vorher nutzen wir über Jahre das Gigaset von Siemens ohne das ein Gerät jemals defekt war.
Also, wer seine FRITZ!Fon C5 Mobilteile mit Samthandschuhen anfasst und selten nutzt kommt sicher gut zurecht, für alle anderen gilt : Keine Kaufempfehlung

Nachtrag 05.12.2019: Es empfiehlt sich Sekundenkleber im Hause zu haben um abgebrochene Plastikteile wieder anzukleben. (siehe Bild)","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews","null"
"1582057403-3959","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sandman","Technik ausgezeichnet, Qualität des Gehäuses schlecht","5. April 2018","Die Technik, Sprachqualität, Akkuleistung, Features und Reichweite 1a.

Leider ist das Gehäuse des Gerätes sehr anfällig für Risse.
Bemerkt sei hier, dass es nicht nach Stürzen auf den Boden war.
Innerhalb kürzester Zeit hatten wir 2 Risse an der Hörmuschel.
Das Gerät arbeitet einwandfrei damit, bekommt aber dafür keine
hochwertige Einstufung.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582057428-4019","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Emma","Die Plastikhülle stark verbesserungsbedürftig","16. September 2019","Das C5 ist von den Funktionen super und passt zu unser Fritzbox 7450, aber schon nach kurzer Zeit geht die weiße Schrift ab und wehe dir fällt das Handy vom Sofa 20cm auf den Teppichboden! dann lösen sich sofort Plastikteile und können nur noch mit Tesafilm befestigt werden. Ich habe schon viele Telefone besessen, aber keines sah nach so kurzer Zeit so ramponiert aus. Schade eigentlich....","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582057408-3978","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","X","Great features but horrible audio quality","27. August 2019","I really like all the bells and whistles on this phone but I find it falls short at the one thing it's supposed to do: Making calls. The microphone pics up way too much background noise (filter adjustment not working well either) and the sound both directly and even more so on speaker phone is downright bad. I've seen €20 phones do that better.

Also, it shouldn't be language restricted to only German, that's just so stupid.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582057408-3981","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Memola","Sehr schwacher Akku","2. August 2019","Das AVM Fritz C5 wäre gut wenn der Akku nach vollständiger Ladung nach nicht einmal drei Tagen im Ruhezustand leer gewesen wäre. Daher keine Kaufempfehlung.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582057413-3994","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Tester","Leider nur eingeschränkt nutzbar","13. Juli 2019","Was nutzen die ganzen tollen Zusatzfeatures, wenn die Hauptfunktion nur gelegentlich richtig funktioniert. Was bisher nur ab und zu vorkam, wird jetzt zur Regel:
Die Zifferntasten (auch andere Funktionstasten) setzen temporär aus.  Akku aus und Akku rein hilft mal mehr mal weniger lang. Heute hat es genau dazu gereicht eine Hotlinenummer im zweiten Anlauf zu wählen. Die Eingaben von ""Wählen Sie die 1... 2..."" usw. hat dann schon nicht mehr funktioniert. Wirklich sehr sehr ärgerlich. Daher werde ich das Telefon reklamieren und bin mal auf den Support gespannt.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582057401-3945","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Peter Borchmeyer","Gerät geht nicht mehr","20. Dezember 2018","Fritz Fon C5 hat zum dritten Mal mit lautem Kreischen seinen Geist Aufgegeben. Es ist nicht mehr funktionsfähig und muss zurück geschickt bzw. umgetauscht werden. Viele Versuche erfolglos., es zu beleben. DECT Taste betätigt, mehrmals. Abgemeldet, angemeldet, keine Reaktion. Suche Basis. Zweites Fritz Fon C5 ist ok. Wohin soll ich es schicken?
 Peter borchmeyer, Am Dorfteich 14, 13503 Berlin","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/AVM-DECT-Komforttelefon-Komfortdienste-Box-Funktionen-deutschsprachige-Schwarz/product-reviews/B01BBWWFB2/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
