web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582057284-3740","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Emir T.","kaputt gegangen","12. November 2019","Sound Qualität ist super, aber nach 5 Monate rechte Seite ist kaputt gengangen. Es nicht mit Wasser oder ähnliches in Beziehung gekommen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582057244-3575","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Bonner","Gut, funktionell, gibt aber bessere","3. Januar 2020","Solider Kopfhörer, wenn es mal klassisch mit Kabel und kein Bluetooth Kopfhörer sein soll. Schönes die sein, klang Qualität in Ordnung, auch wenn diese mich nicht vom Hocker haut. Habe bisher bessere Erfahrung mit Philips Kopfhörer gemacht.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582057298-3804","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","ersten Tag Klinke abgebrochen","17. Februar 2019","Einmal die Klinke seitlich anfassen und - kaputt!  Finger weg!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=critical&pageNumber=27&reviewerType=all_reviews","null"
"1582057257-3627","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Mihai","DO NOT BUY THESE HEADPHONES!!!!!!","21. November 2019","DO not waste your time and money for this product! Please, do not be attracted by the price. Go to McDonalds and eat for ten euro! This is a waste of money. The headphones broken down the 3 days after I got them and I even did not take them from home. i used them only with my computer.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582057308-3845","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Kurzer Spaß","16. November 2018","Waren leider sehr schnell kaputt","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=critical&pageNumber=31&reviewerType=all_reviews","null"
"1582057291-3769","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lisa Braun","Halten auch nicht länger als günstigere Modelle","23. November 2019","Eigentlich Top Kopfhörer, leider ist nun aber nach 2 Monaten schon eine Seite der Kopfhörer kaputt...","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582057337-3904","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Alex","Elektroschrott","16. April 2019","Da sich nun bereits das 3. Mal innerhalb von 12 Monaten meine Kopfhörer verabschiedet haben kann ich nur sagen finger weg.

Das so ein Schrott überhaupt verkauft werden darf ist ein Wunder","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=critical&pageNumber=37&reviewerType=all_reviews","null"
"1582057315-3859","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Raffaela","Ist in Ordnung","23. Oktober 2017","Super Ton! Top Bass! Genialer Prei!
Dass kabel verknotet sich auch nicht so schnell.
Ersatz ist auch mit dabei falls man mal ein Polster Verliert.
Nur leider gehen Sie nach 6 Monaten kaputt musste schon einige bestellen","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=critical&pageNumber=33&reviewerType=all_reviews","null"
"1582057306-3833","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Mario Trinks","Nicht zu empfehlen","12. Februar 2020","Nach knapp 5 Wochen schon defekt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=critical&pageNumber=30&reviewerType=all_reviews","null"
"1582057287-3756","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Marie","Kurzlebige, aber gute Kopfhörer","28. Januar 2020","Sehr gute Kopfhörer. Leider hat nach kurzer Zeit einer der beiden Knöpfe nicht mehr funktioniert.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582057301-3817","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Nold Sascha","Kopfhörer defekt","25. Juli 2019","Nach 4 Monaten geht der linke Kopfhörer schon nicht mehr.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=critical&pageNumber=28&reviewerType=all_reviews","null"
"1582057337-3901","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Ramon Armijo","Guter Sound aber weniger gute Lebensdauer","14. Juli 2019","Den Sound fand ich für das Preissegment überdurchschnittlich gut.
Leider haben sie aber keinen Monat lang gehalten (obwohl sie noch wie unbenutzt aussehen ). Vielleicht für eine schnelle Notlösung gut aber nicht auf dauer.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=critical&pageNumber=37&reviewerType=all_reviews","null"
"1582057268-3672","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Inga","Ein Stöpsel funktioniert nach kurzer Zeit nicht mehr...","30. September 2018","Schade, ich habe mir die Kopfhörer zum zweiten Mal gekauft und erneut geht der eine Kopfhörer nach einigen Wochen Nutzung nicht mehr. Beim ersten Paar dachte ich, es sei ein blöder Zufall. Da es jetzt zum zweiten Mal passiert ist...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582057303-3820","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lando","Schnell kaputt","10. September 2018","Ist nach einer Woche mehrfach gebrochen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=critical&pageNumber=29&reviewerType=all_reviews","null"
"1582057301-3813","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Phi","Last 48hrs","13. September 2019","Was broken within 48hrs.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=critical&pageNumber=28&reviewerType=all_reviews","null"
"1582057247-3583","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Moritz T.","Top Kopfhörer, werden aber schnell kaputt","15. August 2019","Von der Tonqualität her sind die Kopfhörer top, aber leider gehen sie auch immer gleich kaputt.
Mein Rekord war glaube ich Kabelbruch nach 1,5 Wochen. Deshalb kaufe ich sie inzwischen auch nicht mehr, die on Sony halten beim gleichen Preis wesentlich länger.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582057293-3780","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sjaak Banaan","Terrible durability","22. November 2019","Broken (no sound from left ear bud) after < 3 months.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582057271-3683","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Kopfhörer","5. Januar 2020","Fallen jedes Mal wieder aus den Ohren heraus auch bei meinen Jungen Punkt daher sind wir mit den Kopfhörern nicht zufrieden.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582057301-3814","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Pfeffer Manuela","Keine Kaufempfehlung","22. September 2019","Leider nach 3 Monaten kaputt!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=critical&pageNumber=28&reviewerType=all_reviews","null"
"1582057277-3711","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","--","Kein guter Halt","27. April 2018","In meinen Ohren halten die Kopfhörer leider gar nicht gut, vielleicht zu kleine Ohren? ;-)
Der Klang ist recht gut.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582057273-3696","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Kabelbruch nach 2 Monaten!","25. September 2019","Nach 2 Monaten waren beide Seiten defekt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582057259-3637","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Theami","Kaputt","6. Januar 2019","Nach weniger als drei Monaten geht nur eine Seite....  Auch wenn ich immer fand das die Hörer bequem sind werde ich mich nach anderen umsehen.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582057303-3826","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Fabio Eichbaum","Nervig","27. November 2019","Kopfhörer nach ca 10 mal benutzen kaputt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=critical&pageNumber=29&reviewerType=all_reviews","null"
"1582057291-3772","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Arnab Choudhury","Stopped working in two months","17. Januar 2020","I bought this item on 11th of October, and it has already stopped working. I do not recommend this earphone.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582057303-3819","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","1 Monat Haltbarkeit","23. September 2019","Leider nach einem Monat gebrauch schon eine Seite kaputt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=critical&pageNumber=29&reviewerType=all_reviews","null"
"1582057237-3545","https://www.amazon.de/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/product-reviews/B01MG62Z5M/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amer Alrammahi","Nach nur einer Woche kaputt völliger China Schrott","29. November 2018","Ich habe die Kopfhörer bestellt und diese sind bereits schief angekommen. Ich dachte mir nix dabei,weil ich dachte das gehört so und hab sie ganz normal benutzt. Nach nur einer ist mir aufgefallen das der rechte Kopfhörer etwas leiser als der linke ist. Einen Tag darauf habe ich die Kopfhörer reingesteckt und mit einem leichten ruck sind sie abgebrochen und in meinem Handy stecken geblieben!!!!!! Dies nach nur einer Woche. Zum Glück konnte ich das abgebrochen Stück bei Apple entfernen lassen, doch die Kopfhörer sind trodzdem hin.","1,0 von 5 Sternen","","","null"
