web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582057800-4221","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sara","Hallt","3. Februar 2015","Wenn man über Lautsprecher telefoniert hallt es bei dem Gesprächspartner sehr. Die Klingeltöne sind unangenehm schrill Und der Akku ist schnell leer, auch wenn man nicht telefoniert","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews"
"1582057761-4113","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Okan","Für den Preis ok","7. Januar 2019","Schlichtes kleines Telefon. Installation bzw Anschließen ging recht flott und das Menü ist sehr übersichtlich.
Die Qualität beim Telefonieren ist stellenweiße manchmal schlecht. Zudem hab ich das Gefühl das der Akkulaufzeit schlecht ist. Im großen und ganzen trotzdem ein gutes Telefon für den Alltag für den Preis","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews"
"1582057768-4144","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Martin Graßmann","Nach 2 Monaten kaputt.","7. Juli 2019","Nach 2 Monaten und Max. 20 Gesprächen ist der Hörer kaputt. Jetzt kann man nur noch über die Lautsprecherfunktion seine Gesprächspartner verstehen. Würde ich nicht noch einmal kaufen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews"
"1582057798-4203","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Issy","Akkuleistung Telefon","12. Oktober 2016","Hauptgrund zum Kauf des Telefones waren die vielen positiven Rezensionen. Das Telefon an sich ist auch o.k., jedoch ist die  Akkuleistung absolut inakzeptabel. Der Akku ist bereits nach ca. 2 Tagen leer obwohl kaum telefoniert wurde. Liegt das nun am Telefon oder ist einfach der Akku nur miserabel?
Absolut nervig!!!!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews"
"1582057789-4184","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Mahakala","Tut was es soll!","4. Januar 2019","Standard Telefon zum Standard telefonieren, tut was es soll. Alles i.O.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews"
"1582057758-4110","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Johannes Knapp","Telefon hielt 1 Jahr und 3 Monate","18. Juni 2019","Zusammemfasung:
Ich habe mir das Telefon Anfang März 2018 gekauft. Wie gewohnt war es dank Amazon Prime nach zwei Tagen da. Ordentlich verpackt und gut gepolstert. Sprachqualität absolut in Ordnung. Mobilteil hält gut zwei Tage durch ohne es in die Ladestation zu stellen. Bedingung ebenfalls einfach.

Nun zum großen Negativ:
Das Mobilteil hat nach einem Jahr und drei Monaten nun seinen ""Geist"" aufgegeben. Es kommt durchgängig, egal ob aus-oder eingehende Anrufe, ein extrem lautes ""Pipsen"". Einstellungen zurückgesetzt... hilft alles nichts. Muss wohl ein Hardware Fehler sein.

Fazit:
Wenn das Mobilteil nicht (wie bei mir) seinen Geist nach einem Jahr und 3 Monaten aufgibt - Kaufempfehlung.
Man kann jedoch auch pech haben... und sollte vielleicht doch zu einem anderen Model greifen.

Edit:
Ich habe Heute, am 18.06.2019, beim Kundenservice angerufen. Nach schlagfertigen 21 Minuten und 43 Sekunden (in KEINER kostenfreien Serviceleitung) habe ich einen Service-Mitarbeiter ans Ohr bekommen. Kurzer Hand wurde das Mobilteil (so wie er es beschrieben hat) zurückgesezt. Oh Wunder oh Wunder. Es hat immer noch durchgängig gepipt/gepfiffen. Als ich das dann dem Mitarbeiter (über mein Mobitlelefon) erzählte, legte er einfach auf...

Ich greife erneut zum Höre und quäle mich dieses mal nur knappe 8 Minuten druch die Warteschleife. Ein andere Service-Mitarbeiter will mir erzählen, wie ich mein Telefon zurücksezt. Ich raste fast aus, versuche ihm zu erklären, dass es nichts bringt und ich mein Telefon gerne einsenden würde. Schlussendlich nahm er meine Daten auf...

Das Telefon wird nun über einen GLS Shop zurück gesandt. Nur über solch einen ist es kostenlos. Nach Angaben des Service-Mitarbeiters benötigt es 5 Werktage bis mein Telefon repariert / neu zurückkommt.

EDIT:
Nach 7 Werktagen war es nun soweit. Es kam ein komplett neues Mobiltlelfon inkl. neuer Basisstation geliefert. Funktioniert bisher alles :)","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews"
"1582057764-4123","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Steve","Günstig mit gelegentlichen Störeffekten","7. Oktober 2018","Das Telefon knistert gelegentlich bei den Telefonaten, während andere Telefone sich störungsfrei verhalten.
Klar, zu dem Preis sollte man nicht all zu hohe Erwartungen haben, aber ein störsignalfreies Telefonieren sollte schon gewährleistet sein.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews"
"1582057789-4192","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Matthias W.","Zu Frieden kunden","26. April 2019","Habe schon wieder neue","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews"
"1582057803-4227","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","martins","gigaset a415","5. Juni 2019","gut","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews"
"1582057756-4102","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","hickerchen","Etwas umständliche Bedienung","13. Februar 2019","Bisher war ich mit den Telefonen aus der Gigaset Serie echt zufrieden, das ist hier aber nicht ganz so. Das Menü ist teilweise umständlich, bezüglich der Verbindung mit der Basis erwies sich eines der Telefon als vollkommene Diva. Auch der AB hat ein Eigenleben. Ich würde dieses Gerät nur bedingt weiterempfehlen. Der Preis ist wirklich gut, aber ich hab mich schon gefragt, ob ich nicht vielleicht doch am verkehrten Ende gespart habe.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews"
"1582057768-4149","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","sandy","Beschreibung passt nicht","23. September 2016","Habe das Telefon gekauft, weil beschrieben wurde, dass es auch Anrufe in Abwesenheit anzeigt.
Aber es zeigt keine Nr. an, noch nicht mal dass da ein Anruf war.
Würde ich nicht noch mal kaufen.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews"
"1582057796-4199","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Das Telefon nervt","21. Januar 2020","Es blinkt und leuchtet fast den ganzen Raum aus,
das nervt","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews"
"1582057803-4223","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Felix G.","Akku Probleme","5. Juli 2016","Leider hat das Mobilteil bereits nach 3 Monaten Probleme mit dem Akku. Schon nach 2 Stunden außerhalb der Ladeschale schaltet sich das Mobilteil aus. Das finde ich sehr schade.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews"
"1582057806-4235","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Dora","Nicht zuverlässig für DECT-Anmeldung!","10. August 2017","Durch die vielen positiven Bewertungen (als DECT Telefon) habe ich mich zum Kauf von insgesamt 6 Mobilteilen entschlossen.Es hat auch alles anscheinend wunderbar funktioniert( hätte 5 Sterne verdient), bis mir ein gelegentliches Blinken der grünen Hörertaste auffiel-im Display erschien ein Glockensymbol.Ich musste im Internet nach der Bedeutung dieser Ereignisse suchen und fand heraus, dass das einen Kontaktverlust zur Fritzbox anzeigt und dass das durchaus ein verbreitetes Problem mit verschiedenen Fritzboxen ist.Nun war es aber durchaus so, dass dieser Zustand oft über mehrere Stunden unentdeckt blieb und wir damit unerreichbar waren-zumindest über die Nummer dieser blinkenden dect Telefone. Wir sind ein 3-Generationen-Haushalt, verteilt über drei Stockwerke eines Einfamilienhauses- benötigen also drei Rufnummern bzw auch drei getrennte Anschlüsse.Wenn ich nun mehrere Mobilteile an der Basis und nicht über DECT an der FB anmelde( wurde mir als Problemlösung vom Hersteller angeraten ), kann aber nur ein Teilnehmer darüber telefonieren-für andere ist die Basis blockiert.
Ich hätte mich sehr gefreut, wenn hier in irgendeiner Hersteller-Beschreibung erwähnt worden wäre, dass das Gigaset eben nicht zuverlässig als DECT-Telefon geeignet ist.Ich bin mir auch ziemlich sicher, dass viele Kunden die Bedeutung des ""grünen Blinkens""nicht kennen.Ich warte gerade auf Antwort des Herstellers auf die Frage, welches Gigaset-Mobilteil denn zuverlässig als DECT Telefon nutzbar ist.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews"
"1582057761-4116","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Richter Alfred","Beim telefonieren mit Lautsprecher hört man sich gleich doppelt - sehr störender Echoeffeckt.","29. März 2019","Die Installation war sehr einfach. Die Lautstärke am Mobilteil ist sehr gut.
Leider ist der Echoeffect beim telefonieren mit Lautsprecher sehr störend.
Wenn wir mit unseren Kindern und Enkel telefonieren wollen wir natürlich beide hören und sprechen. Dann hört sich jeder zweimal, eben mit Echo.
Deshalb nur drei Sterne.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews"
"1582057758-4109","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Peter Br|ckler","Mitgeliefertes Telefonkabel passt nicht","5. Januar 2019","Das mitgelieferte Telefonkabel passt nicht in den Österreichischen Post-Stecker. Das sollte aus der Produktbeschreibung deutlich hervorgehen. Die Support-Telefonnummer ist zwar angegeben, funktioniert jedoch nicht bzw. ist nicht vergeben. Die Support-Webseite zeigt auf die Homepage des Herstellers. Wir hatten noch ein altes Telefonkabel zur Hand, wodurch es nun funktioniert, aber das Set sollte schon vollständig und eigenständig funktionstüchtig sein.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews"
"1582057800-4218","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lena Neumann","Naja","1. April 2019","Station lädt nicht. Muss immer neue Batterien einsetzen","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-Schnurloses-Anrufbeantworter-Freisprechfunktion-Bedienung-schwarz/product-reviews/B00EDQ4IMS/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews"
