web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582057026-3500","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Markus","Nach zwei Monaten...","19. Mai 2018","...hatte der Stecker einen Wackelkontakt und die Kopfhörer rauschen extrem beziehungsweise funktionieren gar nicht mehr. Bis dahin waren sie gut, daher 2 Sterne. Hab mich an Amazon gewand und neue zugeschickt bekommen, die waren schon nach ein paar Tagen kaputt.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews"
"1582057013-3450","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Dominik","kann ich nicht empfehlen","22. Juli 2018","- nach kurzer Zeit gab es nah am Stecker einen Kabelbruch oder Wackelkontakt, möglicherweise auch ein Problem direkt am Stecker.
- der abgewinkelte Stecker ist ohnehin unpraktisch beim Gebrauch mit meinem Smartphone
- Die Plugs stehen schon etwas spitz aus den Ohren hevor, da wirds unbequem, wenn man ne Mütze drüber trägt oder sich mit dem Kopf irgendwo anlehnt.
Bei einer Marke wie Panasonic hätte ich mehr erwartet...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews"
"1582057015-3467","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Philipp","Unbequem und miese Tonqualität","28. Mai 2019","Ich hatte ein Vorgängermodell dieser Kopfhörer, mit dem ich eigentlich ganz zufrieden war. Da ich meine guten Kopfhörer nicht so sehr beanspruchen wollte, habe ich mich dazu entschieden dieses Nachfolgemodell zu bestellen. Für unter 10 Euro kann ich natürlich nicht erwarten, dass die Kopfhörer mit meinen akg und Sennheiser Modellen mithalten können, aber etwas mehr hätte ich schon erwartet. Hohe und mittlere Töne sind absolut grausam, die tiefen Töne dafür viel zu laut. Zudem sind sie total unbequem, weil sie unsauber verarbeitet sind und scharfe Kanten haben. Kurzum: Ich hab die Dinger ausgepackt, eingesteckt, 2 Minuten getestet, wieder eingepackt und zurückgeschickt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews"
"1582057024-3494","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Daniel Oberle","Anfangs gute Preis-Leistung, dann dreifach(!) schlechte Lebensdauer","10. März 2019","POSITIV:
+ sehr guter Halt
+ sehr guter Preis
+ mittlerer Sound

NEGATIV:
+ Lebensdauer; Ich habe das Produkt bereits Anfang Mai 2018 gekauft und es ging im Herbst nach ca. 6 Monaten kaputt. Die nächsten kaufte ich Anfang November und Anfang März 2019 geben sie nun den Geist auf...

EDIT Dezember 2019:
- Auch mein im April 2019 gekauftes paar, gab nun im Dezember 2019 den Geist auf. Es bleibt also dabei: Wer diese Kopfhörer kauft, darf sie nach einem halben Jahr neu kaufen.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews"
"1582057024-3492","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Andreas K Giermaier LernenDerZukunft","Schlechter Halt. Mittelmäßig im Klang. Qualität ok.","16. Dezember 2018","Für podcast hören absolut ausreichend, aber wer Musik genießen will sollte zu anderen Ohr Hörern greifen. Bei mir sitzen sie zudem nicht gut im Ohr.
Insgesamt scheint die Qualität der Verarbeitung allerdings ganz ok zu sein.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews"
"1582057018-3478","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Nicole","Tolles Design, schlechte Tonqualität","24. April 2017","Das Produkt sieht toll aus. Alle Funktionen (Headset) funktioniert super. Habe diese Kopfhörer seit 3 Monaten. Alles noch heil, aber die Qualität des Tons ist unangenehm. Man muss lauter die Musik hören. Musik läuft so, als ob die Musik aus einer schlechten Anlage in einem großen Raum laufen würde. Laute Musik ist extrem hörbar für Äußenstehende (nicht wie anderen In-ear-Kopfhörer).","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews"
"1582057010-3446","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","anna","...... 2-3 sterne...","21. April 2018","ansich sind die Kopfhörer gut...... mit Einschränkungen.

sie sind bequem zu tragen.

was mich nervt ist der stecker.

das Gerät welches ich mit den Kopfhörern nutze ist ein Discman der mit anderen Kopfhörern keine Probleme macht.

jedoch scheint der Kontaktpunkt nicht harmonisch zu sein was bewirkt das ich die Stecker immer wieder entweder besonders fest eindrücken muss oder das kabel besonders halten muss damit der kontakt gegeben ist und es sich nicht wie eine schlechte  arkustik version des liedes anhört und man raten muss was der sänger nun singt.

wenn man die kopfhörer so fixiert ist der klang ganz in ordnung bis gut.

Für die fahrt in den Urlaub wird es reichen. ;)","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews"
"1582057020-3484","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Tom S.","Gummi abgerissen im Ohr","26. September 2018","Bis heute war ich mit den Kopfhörern wirklich zufrieden. Das Klang ist für meinen Geschmack wirklich gut.
Die Kopfhörer sind jetzt kein Jahr alt und ich hatte das Problem, dass der Stopfen aus Gummi im Ohr stecken blieb. Er ist einfach vom Kopfhörer abgebrochen/abgerissen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews"
"1582057020-3480","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Räji","Ok für den Preis","25. Januar 2020","Habe diese Kopfhörer zum zweiten Mal bestellt. Bin prinzipiell wirklich zufrieden, gute Tonqualität, günstiger Preis und (was mir wichtig ist) hohes Frequenzspektrum.

Der Hacken (vllt liegt es auch an mir) sie gehen sehr schnell kaputt. Dies Mal kamen sie schon mit Wackelkontakt an. Das nervt schon.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews"
"1582057015-3460","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","BenOwar","Der Sound ist tatsächlich gar nicht mal übel...","31. Januar 2019","...wenn man Sound bekommt. Denn leider ist der Klinkenstecker von so schlechter Qualität, dass bei der kleinsten Berührung ( z.B. Bewegung in der Tasche) nur noch Rauschen oder gar kein Ton mehr am Ohr ankommt. Getestet wurde dies an mehreren Geräten. Weiter wird jede Berührung des Kabels, als störendes Geräusch, direkt an die Ohren weitergeleitet. So ist ein mobiler Musikgenuss einfach nicht möglich. Der Ton, wenn man mal welchen erhält, ist tatsächlich recht druckvoll und hat Volumen. Aber aus oben genannten Gründen ist das Produkt leider einfach nicht zu gebrauchen. Ich habe dieses auch nur zum Übergang gekauft und werde es, sobald mein höherpreisiges In Ear Set eintrifft, leider entsorgen.
Spart euch die paar Euro und kauft lieber gleich Qualität.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews"
"1582057029-3517","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Daniel scharpazowo","Nicht sehr robust aber sehr gute Auto qualität","5. Oktober 2018","Sehr gutte sound Qualität aber sehr schade dss dieses Model sehr schenll einen Wackelkontskt am Steckerkabelhalz bekommt.
Ich besaß bereits mehrere änliche Panasonic Kopfhörer die es Jahre Problemlos liefen ohne derarte Probleme zu bekommen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews"
"1582057007-3435","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Kirby","Sehr schlechte Qualität. Hohe Töne zu ""hoch"", vieeeeel zu viel Bass","29. März 2018","Leider kann ich mich den ganzen guten Rezessionen nicht anschließen.
Ich bin von der Qualität, sowohl Sound als auch Verarbeitung nicht zufrieden.

Zum Sound:
Höhe Töne sind viel zu hoch. Mein Ohr tat mir richtig beim Hören weh.
Dann ist der Bass viel zu heftig. Man hört bei einigen Liedern nur noch Bass...

Nach kurzer Zeit des Austestens bin ich wieder auf meine Handykopfhörer umgestiegen.
Man merkt deutlich einen Qualitätsunterschied, obwohl die Kopfhöhrer nur Zubehör beim Handy waren.","1,0 von 5 Sternen","",""
"1582057053-3532","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Jan Glöe","Zum Sport nicht zu gebrauchen","27. September 2018","Der Sound ist ganz ok und die Kopfhörer sitzen auch sehr gut und angenehm im Ohr. Leider sind sie zum Sport völlig ungebrauchbar, da der Stecker nicht gut fest sitzt im Handy (habe zwei verschiedene Handy's ausgetestet) und sich bei jeder Art vom Bewegung sofort löst. Da ich die Kopfhörer meist zum Joggen etc. nutzen will, kann ich diese leider nicht gebrauchen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews"
"1582057053-3533","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lydia Schmitz","Nicht zufrieden","2. April 2017","Hier gebe ich einzig und allein für den Sound einen Stern. Ich habe mir die Kopfhörer nun zum zweiten Mal bestellt da der Sound dürfen Preis echt gut ist aber die Qualität lässt definitiv zu wünschen übrig. Bei beiden Malen ist mir ein Kopfhörer auseinander gegangen, so dass ich das Innere, also die Kabel sehen konnte. Habe es versucht mit einer Heißklebepistole zu retten aber das hält auch nur max. einen Tag. Enttäuschend.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews"
"1582057026-3502","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","ILO","Naja..","11. Mai 2019","Anhand der Rezessionen hatte ich einen super Klang erwartet, zu einem äußerst günstigen Preis. Der Klang der Kopfhörer ist aber vom Gefühl nicht besonders linear, da klingen die Standart Kopfhörer die bei den Sam... Handys beiliegen wesentlich besser. Ich hätte mir das Geld sparen sollen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews"
